b3_issuer_code;b3_listing_segment;b3_sector;b3_segment;b3_subsector;cnpj;controlling_interest;cvm_code;founding_date;is_b3_listed;is_foreign;is_state_owned;main_activity;name;trade_name;website
MMAQ;"";Bens Industriais;Material de Transporte;Comércio;17.161.241/0001-15;private;8818;1961-09-08;true;false;false;Comércio de Veículos. Peças E Serviços (concessionária Mercedes-benz);Minasmáquinas S.A.;Minasmáquinas;http://www.minasmaquinas.com.br
MOAR;"";Financeiro;Holdings Diversificadas;Holdings Diversificadas;33.102.476/0001-92;private_holding;8893;1947-12-16;true;false;false;Holding - Participação Societária;Monteiro Aranha S.A.;Monteiro Aranha;http://www.monteiroaranha.com.br
NEMO;"";Materiais Básicos;Papel e Celulose;Madeira e Papel;60.651.809/0001-05;private;9067;1954-02-26;true;false;false;Sociedade Holding - Participação Como Acionista Ou Quotista No Capital Social de Outras Sociedades;SUZANO HOLDING S.A.;SUZANO HOLD;http://www.suzano.com.br
NORD;"";Bens Industriais;Máquinas e Equipamentos Industriais;Máquinas e Equipamentos;60.884.319/0001-59;private;9083;1956-08-23;true;false;false;A Sociedade Tem Como Atividade Operacional Preponderante A Produção de Bens de Capital Destinados Ao Mercado Interno E Externo Para Os Setores Químico. Petrolífero. Petroquímico. Criogenia. Alimentíci;Nordon Indústrias Metalúrgicas S.A.;Nordon;http://www.nordon.ind.br
PNVL;NM;Saúde;Medicamentos e Outros Produtos;Comércio e Distribuição;92.665.611/0001-77;private;9342;1936-06-28;true;false;false;Comercio Atacadista E Varejista de Medicamentos E Produtos de Perfumaria E Toucador;Dimed S.A. Distribuidora de Medicamentos;Dimed;http://www.panvel.com.br
PMAM;NM;Materiais Básicos;Artefatos de Cobre;Siderurgia e Metalurgia;60.398.369/0004-79;private;9393;1977-07-20;true;false;false;Metalurgia Do Cobre E Suas Ligas;Paranapanema S.A.;Paranapanema;http://www.paranapanema.com.br
AHEB;"";Consumo Cíclico;Produção de Eventos e Shows;Viagens e Lazer;62.002.886/0001-60;state_owned;9415;1968-02-05;true;false;true;Cessão de áreas Para Eventos;São Paulo Turismo S.A.;São Paulo Turismo;http://www.spturis.com
PETR;N2;Petróleo, Gás e Biocombustíveis;Exploração, Refino e Distribuição;Petróleo, Gás e Biocombustíveis;33.000.167/0001-01;state_owned_holding;9512;1953-10-03;true;false;true;Pesquisa. Lavra. Refinação. Processamento. Comércio E Transporte de Petróleo. de Seus Derivados. de Gás Natural E de Outros Hidrocarbonetos Fluidos. Além Das Atividades Vinculadas à Energia.;Petróleo Brasileiro S.A.;Petrobras;http://www.petrobras.com.br
"";"";"";"";"";07.275.159/0001-68;private;9520;1967-09-13;false;"";false;"";PETROLEO LUB DO NORDESTE SA;PETROLUSA;""
PTNT;"";Consumo Cíclico;Fios e Tecidos;Tecidos, Vestuário e Calçados;88.613.658/0001-10;private;9539;1964-06-11;true;false;false;"";Pettenati S.A - Indústria Têxtil;Pettenati;http://www.pettenati.com.br
"";"";"";"";"";04.912.242/0001-02;private;9717;1947-10-23;false;"";false;"";PORTUENSE FERRAGENS S/A;PORTUENSE;""
RPAD;"";Financeiro;Bancos;Intermediários Financeiros;17.167.396/0001-69;private_holding;9954;1969-08-11;true;false;false;Emp. Adm. Part. - Intermediação Financeira;Alfa Holdings S.A.;Alfa Holdings;http://www.alfanet.com.br
RPMG;"";Petróleo, Gás e Biocombustíveis;Exploração, Refino e Distribuição;Petróleo, Gás e Biocombustíveis;33.412.081/0001-96;private;9989;1946-02-01;true;false;false;Fabricação de Produtos de Refino de Petróleo.;Refinaria de Petróleos de Manguinhos S.A.;Refinaria de Manguinhos;http://www.refinariademanguinhos.com
"";"";"";"";"";83.296.889/0001-23;private;10243;1952-10-11;false;"";false;"";MASSA FALIDA DA SA IND E COMERCIO CHAPECO;CHAPECO;""
ALPA;N1;Consumo Cíclico;Calçados;Tecidos, Vestuário e Calçados;61.079.117/0001-05;private;10456;1907-04-03;true;false;false;Indústria E Comércio de Calçados E Artigos Esportivos;Alpargatas S.A.;Alpargatas;http://www.alpargatas.com.br
SLED;N2;Consumo Cíclico;Produtos Diversos;Comércio;60.500.139/0001-26;private;10472;1947-12-08;true;false;false;Edição. Indústria E Comércio de Livros E Publicações em Geral.;Saraiva Livreiros S.A.;Saraiva;http://www.saraivari.com.br
"";"";"";"";"";87.043.832/0001-73;private;10561;1971-12-29;false;"";false;"";SEIVA S.A. - FLORESTAS E INDÚSTRIAS;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;""
SOND;"";Bens Industriais;Engenharia Consultiva;Construção e Engenharia;33.386.210/0001-19;private;10880;1954-01-01;true;false;false;Serviços de Engenharia.;Sondotécnica Engenharia de Solos S.A.;Sondotécnica;http://www.sondotecnica.com.br
"";"";"";"";"";92.929.520/0001-00;private;10960;1934-01-01;false;"";false;"";SPRINGER SA;SPRINGER;""
WLMM;"";Bens Industriais;Material de Transporte;Comércio;33.228.024/0001-51;private;11070;1946-10-25;true;false;false;Comércio A Varejo E Por Atacado de Caminhões. Automóveis. Camionetas. Utilitários Novos E Usados. Máquinas. Equipamentos. Instalação E Manutenção. Holding de Instituições Não-financeira.;WLM Participações e Comércio de Máquinas e Veículos S.A.;WLM;http://www.wlm.com.br
TCNO;"";Bens Industriais;Engenharia Consultiva;Construção e Engenharia;33.111.246/0001-90;private;11207;1957-01-01;true;false;false;"";Tecnosolo S.A.;Tecnosolo;http://www.tecnosolo.com.br
"";"";"";"";"";08.424.178/0001-71;private;11215;"";false;"";false;"";TECBLU - TECELAGEM BLUMENAU S/A.;TECBLU;""
TEKA;"";Consumo Cíclico;Fios e Tecidos;Tecidos, Vestuário e Calçados;82.636.986/0001-55;private;11223;1935-04-06;true;false;false;Fabricação de Artigos de Cama. Mesa E Banho;Teka Tecelagem Kuehnrich S.A.;Teka;http://www.teka.com.br
TKNO;"";Materiais Básicos;Artefatos de Ferro e Aço;Siderurgia e Metalurgia;33.467.572/0001-34;private;11231;1939-01-01;true;false;false;Pintura de Bobinas E Chapas Metálicas;Tekno S.A. Indústria e Comércio;Tekno;http://www.tekno.com.br
TELB;"";Comunicações;Telecomunicações;Telecomunicações;00.336.701/0001-04;state_owned;11258;1972-11-09;true;false;true;Consecução E Execução Das Políticas Públicas de Telecomunicação (decreto 9.612/2018).;Telecomunicações Brasileiras S.A.;Telebrás;http://www.telebras.com.br
OIBR;N1;Comunicações;Telecomunicações;Telecomunicações;76.535.764/0001-43;private;11312;2000-02-28;true;false;false;"";Oi S.A.;Oi;http://www.oi.com.br/ri
CRPG;"";Materiais Básicos;Químicos Diversos;Químicos;15.115.504/0001-24;private_holding;11398;1966-03-23;true;false;false;"";Tronox Pigmentos do Brasil S.A.;Tronox Pigmentos;http://www.cristal-al.com.br
UNIP;"";Materiais Básicos;Químicos Diversos;Químicos;33.958.695/0001-78;private;11592;1969-05-28;true;false;false;Atuar No Setor de Soda. Cloro E Derivados. Podendo Participar Como Sócia Ou Acionista de Outras Sociedades. Direta Ou Indiretamente. Inclusive Por Meio de Fundos de Investimentos.;Unipar Carbocloro S.A.;Unipar;http://www.uniparcarbocloro.com.br
VULC;NM;Consumo Cíclico;Calçados;Tecidos, Vestuário e Calçados;50.926.955/0001-42;private;11762;1952-07-29;true;false;false;Representantes Comerciais E Agentes Do Comércio de Têxteis. Vestuário. Calçados E Artigos de Viagem.;Vulcabras S.A.;Vulcabras;http://www.vulcabrasazaleiari.com.br
MYPK;NM;Consumo Cíclico;Automóveis e Motocicletas;Automóveis e Motocicletas;61.156.113/0001-75;private;11932;1940-05-28;true;false;false;Fabricação E Comercialização de Produtos Do Setor Automotivo E Equipamentos Ferroviários.;Iochpe-Maxion S.A.;Iochpe-Maxion;http://www.iochpe.com.br
AZEV;"";Bens Industriais;Construção Pesada;Construção e Engenharia;61.351.532/0001-68;private;11975;1922-06-25;true;false;false;Execução de Obras de Construção Pesada Junto à Orgãos Púbicos.;Azevedo & Travassos S.A.;Azevedo & Travassos;http://www.azevedotravassos.com.br
MWET;"";Bens Industriais;Material Rodoviário;Material de Transporte;84.683.671/0001-94;private;11991;1932-04-11;true;false;false;Fabricação de Peças E Acessórios Para Sistema Motor de Veículos Automotores;Wetzel S.A.;Wetzel;http://www.wetzel.com.br
BOBR;"";Consumo não Cíclico;Produtos de Limpeza;Produtos de Uso Pessoal e de Limpeza;50.564.053/0001-03;private;12190;1948-01-14;true;false;false;1080;Bombril S.A.;Bombril;http://www.bombril.com.br
JBDU;"";Outros;Outros;Outros;60.637.238/0001-54;private;12319;1972-06-16;true;false;false;"";Blue Tech Solutions EQI S.A.;Blue Tech Solutions;http://www.industriasjbduarte.com.br
RCSL;"";Bens Industriais;Material Rodoviário;Material de Transporte;91.333.666/0001-17;private;12572;1954-05-31;true;false;false;Produção E Comercialização de Implementos Rodoviários E Equipamentos Para Refrigeração Industrial.;Recrusul S.A.;Recrusul;http://www.recrusul.com.br
KLBN;N2;Materiais Básicos;Papel e Celulose;Madeira e Papel;89.637.490/0001-45;private;12653;1978-11-08;true;false;false;Empresa Brasileira de Base Florestal. Produtora de Papéis E Cartões Para Embalagens. Embalagens de Papelão Ondulado E Sacos Industriais. Além de Ser Recicladora E Produtora de Toras Para Serrarias.;Klabin S.A.;Klabin;http://www.klabin.com.br
SNSY;"";Materiais Básicos;Materiais Diversos;Materiais Diversos;14.807.945/0001-24;private;12696;1979-09-10;true;false;false;Indústria E Comércio de Artefatos Plásticos;Sansuy S.A. Indústria de Plásticos;Sansuy;http://www.sansuy.com.br
APTI;"";Consumo não Cíclico;Agricultura;Agropecuária;61.156.931/0001-78;private;12823;1924-01-02;true;false;false;Fabricação de Peças E Acessórios Para O Sistema de Direção E Suspensão de Veículos Automotores;Siderúrgica JL Aliperti S.A.;Aliperti;http://www.aliperti.com.br
"";"";"";"";"";89.723.993/0001-33;private;13030;1956-03-14;false;"";false;"";CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL;CONSTRUTORA SULTEPA S/A;""
JOPA;"";Consumo não Cíclico;Alimentos Diversos;Alimentos Processados;87.456.562/0001-22;private;13285;1920-01-01;true;false;false;Beneficiamento de Arroz E Participações;Josapar - Joaquim Oliveira S.A. Participações;Josapar;http://www.josapar.com.br
HAGA;"";Bens Industriais;Produtos para Construção;Construção e Engenharia;30.540.991/0001-66;private;13366;1946-05-02;true;false;false;Industria Metalúrgica - Fab. de Fechaduras P/construção Civil;Haga S.A. Indústria e Comércio;Haga;http://www.haga.com.br
RSUL;"";Bens Industriais;Material Rodoviário;Material de Transporte;85.778.074/0001-06;private;13439;"";true;false;false;"";Metalúrgica Riosulense S.A.;Metalúrgica Riosulense;http://www.riosulense.com.br
PPAR;"";Outros;Outros;Outros;59.789.545/0001-71;private;13447;1988-11-29;true;false;false;Participação em Outras Empresas;POLPAR S.A.;POLPAR;http://www.polpar.com.br
PLAS;"";Consumo Cíclico;Automóveis e Motocicletas;Automóveis e Motocicletas;51.928.174/0001-50;private;13471;1984-05-02;true;false;false;Participação em Outras Empresas;Plascar Participações Industriais S.A.;Plascar;http://www.plascar.com.br
MNPR;"";Consumo não Cíclico;Carnes e Derivados;Alimentos Processados;90.076.886/0001-40;private;13765;1984-08-01;true;false;false;Participação em Outras Empresas. Bem Como Criação. Abate. Industrialização. Comercialização. importação E Exportação de Carnes E Produtos Derivados de Aves. E Prestação de Serviços A terceiros.;Minupar Participacoes S.A.;Minupar;http://www.minupar.com.br
PTBL;NM;Bens Industriais;Produtos para Construção;Construção e Engenharia;83.475.913/0001-91;private;13773;1778-09-05;true;false;false;"";PBG S.A.;Portobello;http://www.portobello.com.br
SCAR;NM;Financeiro;Exploração de Imóveis;Exploração de Imóveis;29.780.061/0001-09;private;13781;1985-10-10;true;false;false;"Compra E Venda de Imóveis Prontos Ou A Construir; Locação de Bens Imóveis; Administração de Empreendimentos Imobiliários Próprios Ou de Terceiros; Exercício de Outras Atividades Correlatas; E Outros";São Carlos Empreendimentos e Participações S.A.;São Carlos;http://www.scsa.com.br
MAPT;"";Outros;Outros;Outros;93.828.986/0001-73;private;13854;1991-03-01;true;false;false;Holding;Cemepe Investimentos S.A.;Cemepe;http://www.cemepe.com.br
SUZB;NM;Materiais Básicos;Papel e Celulose;Madeira e Papel;16.404.287/0001-55;private;13986;1987-12-08;true;false;false;Indústria E Comércio de Papel E Celulose;Suzano S.A.;Suzano;http://www.suzano.com.br/ri
RAPT;N1;Bens Industriais;Material Rodoviário;Material de Transporte;89.086.144/0001-16;private;14109;1992-09-16;true;false;false;"Indústria E Comércio de Veíc. Automotores E Rebocados Para A Movimentação E O de Transporte de Materiais; de Implem Para O Transp Rodoviário E Ferroviário E de Aparelhos Mecânicos. Peças";Randon S.A. Implementos e Participações;Randon;http://www.randon.com.br/ri
"";"";"";"";"";07.253.321/0001-47;private;14168;1966-11-14;false;"";false;"";CARBOMIL SA MINER. E INDUSTRIA;CARBOMIL;""
ELPL;"";Utilidade Pública;Energia Elétrica;Energia Elétrica;61.695.227/0001-93;private;14176;1902-04-07;true;false;false;Distribuição de Energia Elétrica;ELETROPAULO METROPOLITANA EL.S.PAULO S.A;ELETROPAULO;http://www.aeseletropaulo.com.br
BSLI;"";Financeiro;Bancos;Intermediários Financeiros;00.000.208/0001-00;state_owned;14206;1964-12-10;true;false;true;O Brb É Uma Instituição Financeira de Economia Mista. Controlada Pelo Governo Do Distrito Federal. Organizada Sob A Forma de Banco Múltiplo;BRB - Banco de Brasília S.A.;Banco de Brasília;http://www.brb.com.br
DBEN;"";Financeiro;Sociedade Arrendamento Mercantil;Intermediários Financeiros;65.654.303/0001-73;private;14214;1990-09-27;true;false;false;Arrendamento Mercantil;DIBENS LEASING S.A.- ARREND. MERCANTIL;DIBENS LSG;http://www.itau-unibanco.com.br/dibensleasing
"";"";"";"";"";73.903.718/0001-61;private;14303;1993-11-15;false;"";false;"";SNB PARTICIPACOES SA;SNB PARTICIPAÇÕES S/A;""
CPLE;N1;Utilidade Pública;Energia Elétrica;Energia Elétrica;76.483.817/0001-20;state_owned_holding;14311;1954-10-26;true;false;true;Geração. Transmissão. Comercialização E Distribuição de Energia Elétrica;Companhia Paranaense de Energia S.A.;COPEL;http://ri.copel.com
USIM;N1;Materiais Básicos;Siderurgia;Siderurgia e Metalurgia;60.894.730/0001-05;private;14320;1956-04-25;true;false;false;Venda de Produtos Siderúrgicos. Como Chapas Grossas. Laminados A Quente. A Frio. Placas. Galvanizados. Entre Outros.;Usinas Siderúrgicas de Minas Gerais S.A.;Usiminas;http://www.usiminas.com
WHRL;"";Consumo Cíclico;Eletrodomésticos;Utilidades Domésticas;59.105.999/0001-86;foreign;14346;1972-06-06;true;false;false;Fabricação E Comercialização de Eletrodomésticos;Whirlpool S.A.;Whirlpool;http://www.whirlpool.com.br
CEPE;"";Utilidade Pública;Energia Elétrica;Energia Elétrica;10.835.932/0001-08;private;14362;1965-02-10;true;false;false;Estudar. Projetar. Construir E Explorar Os Sistemas de Distribuição E Comercialização Aos Consumidores Finais de Energia Elétrica. Bem Como A Geraçãa de Energia Elétrica em Sistema Isolado.;Companhia Energética de Pernambuco - CELPE;CELPE;http://www.celpe.com.br
SBSP;NM;Utilidade Pública;Água e Saneamento;Água e Saneamento;43.776.517/0001-80;state_owned;14443;1973-09-06;true;false;true;Abastecimento de água. Esgotamento Sanitário. Drenagem E Manejo de águas Pluviais Urbanas. Limpeza Urbana. Manejo de Resíduos Sólidos E Energia.;Companhia de Saneamento Básico do Estado de São Paulo;Sabesp;http://www.sabesp.com.br
CEBR;"";Utilidade Pública;Energia Elétrica;Energia Elétrica;00.070.698/0001-11;state_owned;14451;1968-12-16;true;false;true;Holding/geração E Distribuição de Energia Elétrica;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;CEB;http://www.ceb.com.br
CYRE;NM;Consumo Cíclico;Incorporações;Construção Civil;73.178.600/0001-18;private;14460;1973-01-01;true;false;false;Incorporação Imobiliária;Cyrela Brazil Realty S.A. Empreendimentos e Participações;Cyrela;http://www.cyrela.com.br
CEEB;"";Utilidade Pública;Energia Elétrica;Energia Elétrica;15.139.629/0001-94;private;14524;1966-09-22;true;false;false;Serviço Público de Distribuição de Energia Elétrica;Companhia de Eletricidade do Estado da Bahia - COELBA;COELBA;http://www.coelba.com.br
ENMT;"";Utilidade Pública;Energia Elétrica;Energia Elétrica;03.467.321/0001-99;private;14605;1956-08-04;true;false;false;Distribuição de Energia Elétrica;Energisa Mato Grosso - Distribuidora de Energia S.A.;Energisa MT;http://www.energisa.com.br
"";"";"";"";"";00.192.769/0001-59;private;14613;1994-08-23;false;"";false;"";NEUMARKT TRADE AND FINANCIAL CENTER S/A;NEUMARKT TRADE AND FINANCIAL CENTER S/A;""
SHUL;"";Bens Industriais;Motores, Compressores e Outros;Máquinas e Equipamentos;84.693.183/0001-68;private;14664;1963-06-12;true;false;false;Indústria Metalúrgica;Schulz S.A.;Schulz;http://www.schulz.com.br
"";"";"";"";"";00.185.475/0001-08;private_holding;14680;1994-08-18;false;"";false;"";PARCOM PARTICIPACOES SA EM LIQUIDACAO;PARCOM PARTICIPACOES SA EM LIQUIDACAO;""
HGTX;"";Consumo Cíclico;Vestuário;Tecidos, Vestuário e Calçados;78.876.950/0001-71;private;14761;1985-08-19;true;false;false;Confecção de Artigos Do Vestuário E Acessórios;Companhia Hering S.A.;Hering;http://www.ciahering.com.br
"";"";"";"";"";00.249.786/0001-85;private_holding;14796;1994-08-23;false;"";false;"";FORPART S.A. - EM LIQUIDAÇÃO;FORPART SA;""
CMSA;"";Outros;Outros;Outros;00.272.185/0001-93;private;14818;1994-10-21;true;false;false;Participação No Capital de Outras Empresas;CIMS SA;CIMS;http://www.cims.com.br
PCAR;NM;Consumo não Cíclico;Alimentos;Comércio e Distribuição;47.508.411/0001-56;private;14826;1981-11-11;true;false;false;Comércio Varejista;Companhia Brasileira de Distribuição;Grupo Pão de Açúcar;http://www.gpari.com.br
"";"";"";"";"";56.444.250/0001-75;private;14850;1986-09-16;false;"";false;"";HAUSCENTER SA;HAUSCENTER;""
COCE;"";Utilidade Pública;Energia Elétrica;Energia Elétrica;07.047.251/0001-70;private;14869;1971-08-30;true;false;false;Distribuição de Energia Elétrica.;Companhia Energética do Ceará S.A.;Coelce;http://www.eneldistribuicao.com.br/ce/
"";"";"";"";"";00.545.378/0001-70;private;14966;1995-03-09;false;"";false;"";SERRA AZUL WATER PARK SA;SERRA AZUL;""
"";"";"";"";"";74.409.467/0001-26;private;15024;1994-01-03;false;"";false;"";FENICIAPAR S/A;FENICIAPAR S/A;""
"";"";"";"";"";00.354.053/0001-00;private;15083;1995-08-31;false;"";false;"";KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL;LOJAS ARAPUA S/A;""
LTEL;MB;Materiais Básicos;Minerais Metálicos;Mineração;00.743.065/0001-27;private;15091;1995-10-01;true;false;false;"";LITEL PARTICIPACOES SA;LITEL;http://www.litelbrasil.com.br
"";"";"";"";"";69.720.910/0001-45;private;15121;1992-11-30;false;"";false;"";CCB BRASIL ARRENDAMENTO MERCANTIL S/A;BIC ARRENDAMENTO MERCANTIL S.A;""
"";"";"";"";"";00.897.864/0001-58;state_owned;15199;1995-10-30;false;"";true;"";SANTA CATARINA PART INVEST SA;INVESC;""
ENGI;N2;Utilidade Pública;Energia Elétrica;Energia Elétrica;00.864.214/0001-06;private;15253;1995-08-09;true;false;false;Sociedade de Participações em Outras Empresas. Predominantemente em Distribuidoras de Energia Elétrica.;Energisa S.A.;Energisa;http://www.energisa.com.br
FRRN;MB;Bens Industriais;Transporte Ferroviário;Transporte;24.962.466/0001-36;private;15300;1988-09-22;true;false;false;"(i) Construção E Exploração de Sistemas de Transporte Ferroviário de Carga. Rodovias E Hidrovias; (ii) Prestação de Serviços de Transporte de Carga em Ferrovias. Rodovias E Hidrovias; Etc.";RUMO MALHA NORTE S.A.;ALL NORTE;http://ri.rumolog.com
ESCE;"";Utilidade Pública;Energia Elétrica;Energia Elétrica;28.152.650/0001-71;private;15342;1968-07-01;true;false;false;Distribuição de Energia Elétrica;EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.;ESCELSA;http://www.escelsa.com.br
VSPT;"";Bens Industriais;Transporte Ferroviário;Transporte;00.924.429/0001-75;private;15369;1995-08-14;true;false;false;Serviço de Transporte Ferroviário;Ferrovia Centro-Atlântica S.A.;FCA;http://www.fcasa.com.br
"";"";"";"";"";85.041.333/0001-11;private;15407;1996-05-23;false;"";false;"";TERMINAIS PORT. DA PONTA DO FÉLIX S/A;PONTA DO FÉLIX;""
ATOM;"";Outros;Outros;Outros;00.359.742/0001-08;private_holding;15423;"";true;false;false;Holding de Instituições Não Financeiras.;ATOM Empreendimentos e Participações S.A.;ATOM;http://www.atompar.com.br
BTTL;"";Bens Industriais;Material de Transporte;Comércio;42.331.462/0001-31;private;15458;1949-01-01;true;false;false;"Com.de Caminhões E ónibus Scania. Seus Acessórios E Prest.serv.assist.técnica; Industrializ.e Com. de Madeiras; Prestação de Serviços Sob A Forma de Trading Company; Partic. em Outras Sociedades.";Embpar Participacoes S.A.;Embpar;http://www.battistella.com.br
NEOE;NM;Utilidade Pública;Energia Elétrica;Energia Elétrica;01.083.200/0001-18;private;15539;1996-02-14;true;false;false;Participação em Outras Sociedades;Neoenergia S.A.;Neoenergia;http://www.neoenergia.com
CGAS;"";Utilidade Pública;Gás;Gás;61.856.571/0001-17;private;15636;1968-11-11;true;false;false;Setor de Atividade: Utilidade Pública: Distribuição de Gás Natural Canalizado.;Companhia de Gás de São Paulo;Comgás;http://www.comgas.com.br
